,Company,JobTitle,Location,EmploymentType,Seniority,Category,GovSupport,Minsalary,Maxsalary,Monthly,JobLink,PostedDate,ClosingDate,RoleResponsibility,Requirements
10,THE NIELSEN COMPANY (SINGAPORE) PTE. LTD.,"Executive, Marketing Mix Modelling",Central,Permanent,Professional,Information Technology ...,,"$3,000 ","$5,500 ",Monthly,/job/140553f31bca9827b0b451f0c444a736,19-Apr-18,19-May-18,"This role belongs to the Marketing/Sales Effectiveness Practice which is to identify the optimal path to improve effectiveness of clients' marketing (or sales) strategy/activities via advanced analytical solutions.   The mission of this role is to help our clients identify their business opportunities or solve their business issues, by proposing optimal analytical solutions and delivering the analysis with actionable business insights, based on deep understanding of client needs and robust analytical expertise across varied Nielsen solutions. Once a project is commissioned, the individual in this role will collaborate with internal modeling hub on most solutions, translating client needs into detailed analytical requirements for the modeling hub, and drawing/reporting actionable business insights out of the modeling/analytics outcome to meet clients' business needs. Through this, this role will build client satisfactions, leading to sustainable revenue for Nielsen.   To achieve this mission, the individual will be responsible for:   Accountable for leading analysis projects on assigned Marketing/Sales Effectiveness solutions and ensure the assigned study deliverables meet client needs with actionable insights in a timely manner, as well as company's quality standards, under a supervision of a manager.   Analytical mastery of assigned Marketing (or Sales) Effectiveness solutions, and technical mastery by collaborating with internal solution experts/modeling hub. Translate client needs into study design and detailed analytical requirements, for flawless briefing to the modeling hub. Gather necessary data for analysis from clients or other internal departments in Nielsen, and review quality of the data, to feed the modeling hub. Guide the modeling hub to ensure timely modeling execution following Nielsen quality standards. Interpret modeling outcomes from the hub with actionable business insights to fully meet client needs and company's quality standards. Assist in the analysis and report development for clients, including charting. Assist in answering inquiries from clients on the analysis of outcomes. Support senior members of the team in proposal development, including detailed solution specs finalization, collaborating with internal solution experts, and preparation for proposal presentations. Recommend improvements in work processes within area of responsibility. "," BA/BS in numerate discipline required. Robust logical/analytical thinking. Strong Problem-solving capability, sometimes through out-of-box thinking. Excellent communication skills, can articulate concepts simply and concisely to the point. Strong mindset on accountability, results oriented; one who takes initiatives & follow-through. Robust statistical knowledge. Strong Excel and PowerPoint skills. Able to convert ideas into powerful visualizations & charts. "
11,THE NIELSEN COMPANY (SINGAPORE) PTE. LTD.,"Manager,Marketing Mix Modelling (Delivery)",Central,Permanent,Professional,Information Technology ...,,,,,/job/b17601a492c87f8d1d798212ea2e6b70,19-Apr-18,19-May-18,"This role belongs to the Marketing/Sales Effectiveness Practice which is to identify the optimal path to improve effectiveness of clients' marketing (or sales) strategy/activities via advanced analytical solutions.    The mission of this role is to help our clients identify their business opportunities or solve their business issues, by proposing optimal analytical solutions and delivering the analysis with actionable business insights, based on deep understanding of client needs and robust analytical expertise across varied Nielsen solutions. Once a project is commissioned, the individual in this role will collaborate with internal modeling hub on most solutions, translating client needs into detailed analytical requirements for the modeling hub, and drawing/reporting actionable business insights out of the modeling/analytics outcome to meet clients' business needs. Through this, this role will build client satisfactions, leading to sustainable revenue for Nielsen.    To achieve this mission, the individual will be responsible for:    Accountable for leading analysis projects on assigned Marketing/Sales Effectiveness solutions and ensure the assigned study deliverables meet client needs with actionable insights in a timely manner, as well as company's quality standards, under a supervision of a manager.   Analytical mastery of assigned Marketing (or Sales) Effectiveness solutions, and technical mastery by collaborating with internal solution experts/modeling hub. Translate client needs into study design and detailed analytical requirements, for flawless briefing to the modeling hub. Gather necessary data for analysis from clients or other internal departments in Nielsen, and review quality of the data, to feed the modeling hub. Guide the modeling hub to ensure timely modeling execution following Nielsen quality standards. Interpret modeling outcomes from the hub with actionable business insights to fully meet client needs and company's quality standards. Assist in the analysis and report development for clients, including charting. Assist in answering inquiries from clients on the analysis of outcomes. Support senior members of the team in proposal development, including detailed solution specs finalization, collaborating with internal solution experts, and preparation for proposal presentations. Recommend improvements in work processes within area of responsibility. "," BA/BS in numerate discipline required. Robust logical/analytical thinking. Strong Problem-solving capability, sometimes through out-of-box thinking. Excellent communication skills, can articulate concepts simply and concisely to the point. Strong mindset on accountability, results oriented; one who takes initiatives & follow-through. Robust statistical knowledge. Strong Excel and PowerPoint skills. Able to convert ideas into powerful visualizations & charts. "
12,THE NIELSEN COMPANY (SINGAPORE) PTE. LTD.,Manager,Central,Permanent,Executive,Information Technology ...,,"$4,200 ","$6,900 ",Monthly,/job/dd5032de909970801e170f9cd6ab9fdf,19-Apr-18,19-May-18,"The Manager/Senior Manager uses data analytics and determines new strategies to make production processes more efficient to meet organisation's goals. He/She establishes, implements and manages projects to meet operational objectives. He/She manages his/her team resources and balances between production requirement and manpower resources to ensure organisation's sustainability. He/She integrates quality principles and methodology to enhance engineering performance within the organisation.In addition the Manager/Senior Manager evaluates the organisation‰Ûªs approach towards a lean enterprise and uses data analytics for business insights identification. He/She drives innovation practices in the organisation and review manufacturing processes to reduce working capital and optimize inventory levels.As a people manager, the Manager oversees manpower, financial, training and resource planning deployment within the organisation. He displays a high level of organisational awareness and leadership skills by working in a consultative manner with other departments/sections within the organisation."," ~ Analyse data for business insights identification. ~ Analyse production efficiencies. ~ Conduct interviews and make hiring decisions. ~ Determine priorities dynamically and set planning assumptions for work in progress levels by product, cycle time and yield. ~ Develop On-the-job training programme. ~ Develop workplace learning plan. ~ Evaluate organisations approach towards a lean enterprise. ~ Evaluate the sustainability of manufacturing process by preparing rough cut capacity plans. ~ Evaluate workplace safety and health management system for compliance and improvement. ~ Improve operation planning through use of big data and advanced analytics modelling. ~ Integrate quality principles and methodology to enhance engineering performance. ~ Lead change management in the organisation. ~ Manage balance between production requirement and manpower resources. ~ Manage innovation practises in organisation. ~ Manage manufacturing key metrics including loading, performance to commitments, on time delivery and bottlenecks. ~ Manage material requirements planning taking into account the sales forecast, production plan and production capacity. ~ Resolve workplace grievances and disputes. ~ Review manufacturing processes to reduce working capital and optimise inventory levels."
13,VISTRA CORPORATE SERVICES (SEA) PTE. LTD.,"Assistant Manager / Manager, Escrow Administration",Central,Permanent,Executive,Information Technology ...,Government support available,"$6,000 ","$6,400 ",Monthly,/job/3a303e696d5cb493e6b4ed4fbe4d65c3,19-Apr-18,19-May-18," Support Client Relationship Managers by delivering a full suite of trust and corporate services to clients Facilitate and coordinate with different service providers and professional advisors to complete client‰Ûªs requests and instructions Provide prompt, excellent and professional trust and company administration services Ensure that clients‰Ûª data base is kept up to date along with clients‰Ûª records and accuracy of data being captured in the appropriate system Conduct administrative reviews on existing escrow structures Comply with the Group‰Ûªs internal control and audit standards Participate in ad hoc projects or matters ", Develop and maintain adequate trust knowledge to deliver full suite of escrow and payment solution services to clients Possess at least 2 years of banking or escrow experience  Educated to degree level of equivalent professional qualification  Develop and maintain technical knowledge of escrow structures Detail oriented able to work with minimum supervision in a fast pace environment Develop interpersonal skills Strong work ethic; professional and approachable Able to multitask and is meticulous Inquisitive and self-motivated Strong knowledge of the regulatory and compliance regime 
14,RAZER (ASIA-PACIFIC) PTE. LTD.,Associate Director,East,Full Time,Manager ...,Public / Civil Service,Government support available,"$9,000 ","$11,000 ",Monthly,/job/fdd8cacb23a1d3027e663efd50650e6a,19-Apr-18,19-May-18," Lead and drive the growth of Razer digital business through innovative ideas, breakthrough offers and process improvements. Develop business cases and partner with other departments in execution of growth initiatives Inspire and deliver innovative, creative monetization solutions that disrupt the market, distinguish our brands, and meet given business objectives.åÊ Accountable to link deployed solution to business impact/sales Leverage industry trends, technological partnerships and leading practices to challenge the status quo in support of long-term developments Drive new and innovative monetization experiences and strategic initiatives that strengthen our customers‰Ûª relationship with the Razer brand. Partner with Product Management and Engineering to develop a new platform for monetizing across all relevant digital touch points (web, mobile, etc). Manage, train, nurture and inspire a high performing marketing and data-science team Responsible for all aspects of global e-marketing operations (budget management, profitability, execution), in regards with customer acquisition, conversion and retention. Analyse business results and provide relevant reporting Direct team in development and implementation of digital consumer strategy, tactics and initiatives for all digital channels Define the user base monetization business objectives and KPIs to guide product and data scientist development. Manage and oversee site A/B Testing plans, mobile and desktop functionality, SEO, as well as online storytelling, day to day operations, calendar strategy and promotional management Manage corporate-wide projects and be the expert in digital marketing strategies/execution of these programs Analyse performance and impact of Omni-channel marketing initiatives "," Minimum 10 years of advanced work experience of which at least 5 years within digital commerce Demonstrated successful senior leadership track record A sincere interest in contemporary culture and technology Extensive knowledge of e-commerce processes and technologies Record of successfully working with growth oriented company where it is necessary to react quickly to market changes and consumer trends. Outstanding analytical skills with strong experience interpreting data and drawing conclusions Excellent communication and presentation skills to senior stakeholders An intellectual curiosity to identify, understand and solve complex problems Excellent spoken and written English Progressive and adaptable to change Possesses excellent communication skills, both verbal and written. Creative thinker ‰ÛÒa keen ability to evaluate big ideas and drive integration throughout all key customer & consumer touchpoints Proven leadership, organization and analytical problem-solving skills Ability to travel as needed "
15,COLD STORAGE SINGAPORE (1983) PTE LTD,Senior Quality Assurance Analyst,East,Full Time,Manager ...,Public / Civil Service,,"$2,800 ","$3,000 ",Monthly,/job/05d31514672bb958abb0f1d3874ced2d,19-Apr-18,19-May-18," Assist in developing test strategies, researching, testing and implementing tools to improve productivity and software quality Analyze and deliver test plan, scenarios and scripts to ensure all test phase deliverables meet agreed quality standards Develop and review test cases; analyse results and provide completed quality assurance reports Manage and monitor test preparation activities, work with Data Migration team to create or secure appropriate test data, and build and maintain test libraries Conduct testing with third party, internal IT and Quality Assurance team, lead and coordinate UAT activities Participate in the design and build discussions, highlight testing requirements and execute testing for change requests and post deployment issues Recommend technologies, practices, methodologies and/or standards in improving the delivery of QA services  Act as a subject matter expert to coach and provide procedural guidance to other team membersåÊåÊ"," Bachelor‰Ûªs Degree in Information Systems, Computer Science or related field A minimum of 5 years of relevant experience in implementing test strategies including non-functional testing such as performance testing. Strong experience with a range of testing tools would be an advantage; knowledge in load runner performance testing is a plus At least 1 year hands-on experience in using HP QC automation tool Good familiarity in UNIX commands. Experience working in UNIX/LINUX environment Good understanding of OOP language approach Strong SQL scripting skills Familiarity in SAP business model is a plus. At least 1 year of relevant experience in managing junior and/or middle level QA Has experience working with multi-cultural teams Good technical knowledge of multiple aspects of the retail industry is an advantage Strong verbal & written English communication skills.åÊ Has good attention to details Willing to travel to and be temporarily based in overseas countries when necessary "
16,A*STAR RESEARCH ENTITIES,Research Engineer /  Senior Research Engineer (Deep Learning 2.0)  /  I2R,East,Full Time,Manager,Education and Training ...,,"$5,700 ","$11,400 ",Monthly,/job/3641fcfdc108b2b7ea0ef73b9409ced0,19-Apr-18,19-May-18,"About the Institute for Infocomm Research (Iå_R) The Institute for Infocomm Research (Iå_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore‰Ûªs largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg We are looking for strong candidates in the field of Artificial intelligence and deep learning, with an interest in working on both fundamental algorithms in large-scale machine learning or deep learning, and also applying it to practical problems in vertical domains. Successful candidates will work closely with a highly interdisciplinary team of researchers with training from leading universities like MIT, Stanford and CMU. ‰ÛÜ‰ÛÜDeep learning application in AME (Semiconductor domain): Explore state-of-the-art deep learning technologies in Advance Manufacturing Engineering, especially in semiconductor industries. Including, but not limited to, yield analysis and prediction, predictive maintenance (PdM), advanced DoE analysis and prediction, etc."," Minimum BacheloråÊinåÊComputer Science, Statistics, Data Science intensive fields with expertise in one or more of the following areas: ‰ÛÜ‰ÛÜ 	 Large-scale machine learning Deep learning, supervised or unsupervised Applying state-of-art machine learning techniques to practical problems in different domains   Experience in corporate or application oriented environments Experience with Tensor Flow, Theano, Caffe, CNTK skills Strong programming skills in Perl, Bash, C/C++, Java, Python, R, MATLAB Possess computer vision and deep learning skills Ability to work independently Team player Good communication skills for proposals, reports, and publications  The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified"
17,SKILLSFUTURE SINGAPORE AGENCY,Manager (Planning & Programmes Division),East,Full Time,Manager,Education and Training ...,,,,,/job/34619dfc7d309d4f455e97854ac5387d,19-Apr-18,19-May-18,"Responsibilities  Formulate, organise, monitor and review operational polices & programmes related to TAE/CET, e.g. TAE Transformation Plan, iN.LEARN 2020, SkillsFuture Credits, SkillsFuture Earn and Learn Programme in consultation with internal and external stakeholders Present recommendationsåÊ and execute suitable implementation strategies and objectives Develop and control project timelines, budgets and activities Apply change, risk and resource management Monitor and review programmes performance Gather, analyse and interpret external and internal data and write reports Coordinate discussions and communication sessions with internal and external stakeholders Maintain relationships with partners/vendors Undertake any other project that relates to data collection and analysis, as requested by your supervisor(s)åÊ  Requirements  Tertiary qualifications Conscientious planner with strategic foresightåÊ Performance driven and outcome orientedåÊ Enjoys tackling challenges and solving issuesåÊ Meticulous and good with detailsåÊ Able to write well and communicate clearlyåÊ A team playeråÊ  For Manager ‰ÛÒ 0 to 3 years of experience in public or private sector policy/programmes development and implementation.åÊ   Those without qualifications but have substantial work experience are welcome to apply.  ",-
18,ILLUMINA SINGAPORE PTE. LTD.,"Sr Business Systems Analyst, Camstar - 11403-JOB",East,Permanent,Manager,Information Technology,Government support available,"$5,833 ","$7,917 ",Monthly,/job/c63007dc740216ff2c8a7f01d3113167,19-Apr-18,19-May-18,"Positon Summary: Illumina is seeking a Business Systems Analyst to drive change in the Manufacturing Applications team.åÊThis is a technical application analyst role for Camstar Illumina‰Ûªs Manufacturing Execution System (MES).åÊThis role focus will be allocated to projects and quarterly releases including upgrades, new product introductions, integrations, and net new functionality delivered via application configuration and project promotions. Approximately 80% of the effort will be project and 20% is sustaining focused.åÊ The individual will work with the current CNC, Business Analysts, Developers, and end-users to ensure MFG applications meets Illumina‰Ûªs Quality Standards and industry best practices.åÊThis role functions as a manufacturing business partner and is responsible for reviewing, analyzing, planning, developing, testing, documenting, and implementing design changes within the manufacturing space. Tasks and Responsibilities:  Researches and provide best practice recommendations with a focus on end-to-end capabilities and impact to KPIs. Improves systems by studying current practices; designing modifications.åÊUnderstands when to recommend changes to a business process / policy, acquire software, configure, or customize. Conduct enterprise analysis including root cause analysis, development of solution proposals, and creation of business cases. Partners with business to elicit, analyze, and document business requirements. Translate business requirements into functional requirements specification, workflow, and cross-functional dependencies.åÊ Ensures a focus on worker‰Ûªs information needs driving high level of usability and data quality.åÊ Participate or lead process modeling and design with a focus on standardizing global processes including contributions to policy changes. Facilitates confirmation of requirements and designs with business and technical staff. Lead meetings with business and technical team to collect pain points including non-functional requirements using a structured framework. Prepares visuals to communicate and gain buy-in on pain points, recommendations and the solutions roadmap. Accountable for knowing functionality of MES in order to guide business process changes and configuration/development of MES. Maintains active communication with business users and stakeholders to manage expectations regarding changes to the system and the introduction of new and enhanced functionality. Accountable to ensure the solution meets the agreed upon business requirements while creatively leveraging standard capabilities where possible. Conduct data and process analysis using a variety of query tools including SQL or MS Access.åÊ Applies information systems development, implementation and operation control concepts in a wide variety of technology settings and appropriately assesses the exposures resulting from ineffective or missing control practices. Stay abreast of technology developments related to domain expertise. Manages multiple priorities and successfully completes multiple projects with minimal supervision from the manager. Develop and deliver train-the-trainer content as required On call as needed  All listed responsibilities are deemed as essential functions to this position; however, business conditions may require reasonable accommodations for additional task and responsibilities.","Preferred Education:  Bachelor‰Ûªs degree preferred but related technical certification and experience considered  Preferred Experience:  1 year of hands on experience as a business analyst in MES(Camstar Preferred) or similar technology Experience with SAP integrations and Microsoft SQL Server preferred Experience as an industrial engineer or manufacturing analyst strongly preferred Experience with MESåÊupgrade projects a plus Strategic thinker who skillfully applies a critical, analytic approach. Must have experience with enterprise analysis including development of solution proposals and creation of business cases. Experience with business process improvement techniques and methodologies. Exceptional analytical, planning, organizational, and problem solving abilities. A motivational person who can guide and influence project stakeholders, building consensus that leads to an outcome. Expertise in requirements gathering, writing software requirements, process modeling, and data mapping. Strong ability to present ideas and information in group settings.åÊHas the ability to persuade, negotiate, and facilitate conflict resolution. Demonstrated experience successfully defining and documenting projects that drive positive results. Demonstrated experience in testing and test planning. Experience with requirement management & testing in FDA regulated environment. Excellent verbal and written communication skills that non-technical end users can understand. Knowledge of the full software development life cycle using Agile/Scrum Methodology. "
19,BANDLAB SINGAPORE PTE. LTD.,Growth Strategy Associate,East,Permanent,Manager,Information Technology,Government support available,"$3,800 ","$6,000 ",Monthly,/job/79ff2592feb450bb89ad5d49fcdcf0ff,19-Apr-18,19-May-18,"We‰Ûªre looking for someone to join our exciting and innovative company based out of BandLab Technologies‰Ûª Singapore HQ. Passionate about music, growth, paid media and SEO, you will be a key part of our team as we grow the business. We‰Ûªre looking for someone who shows initiative with an analytical mind to lead strategy and constantly improve organic and non-organic user acquisition across all our brands. This is a rare opportunity to come into an expanding music-tech company at a growth stage and work with some of the smartest people in the industry. Responsibilities:  Manage strategy for paid media programs (search, display and social) for a suite of multiple brands Direct bidding strategies and A/B testing to reach defined KPIs and drive continuous optimisation Project, measure and analyse results with complete daily, weekly and monthly reporting Understand organisational and product goals and map out specific campaign initiatives accordingly Understand the user and work on project based growth initiatives alongside the wider marketing team related to product and user experience Use data analytics to optimise campaigns and projects and uncover further growth opportunities Create scalable optimisation strategies for SEO Manage internal data tools to support growth and planning åÊ Review, write and create engaging ad content in conjunction with the design and editorial teams 	åÊ ","Requirements:  2-5 years of relevant hands-on experience in ROI/performance driven search engine marketing (SEM), Display and Facebook strategies and techniques.åÊ Experience with tools like Facebook Business Manager, Google Adwords & Google Analytics Ability to assess and suggest new growth opportunities Ability to update and refresh campaigns daily A keen eye for new media trends and a natural curiosity and passion for data and technology Must be confident with G Suite A love of Music is essential to understand the consumer - musicians highly considered A voracious consumer of online media A native understanding of generational behaviours in online industries Must be a hardworking, focused and energetic individual Bachelor‰Ûªs degree required as a minimum - Degree or professional experience in mathematics, statistics or computer science highly considered Excellent communication skills - both written and verbal "
